gene_ID,control_12,control_26,control_11,control_14,control_6,GBM_27,GBM_29,GBM_3,GBM_8,GBM_9,metastasis_21,metastasis_22,metastasis_23,metastasis_28,metastasis_30,control_15,metastasis_16
ENSG00000004487,759,1568,1912,1679,2239,873,115,2351,1619,1717,1,148,65,355,759,2635,1544
ENSG00000169641,1005,2280,3707,2323,4181,2466,155,3607,1692,1856,4,300,198,996,2091,4140,2961
ENSG00000179546,0,9,31,10,31,3,0,4,1,2,0,0,0,6,8,0,7
ENSG00000125944,2011,3271,4341,4079,4434,1918,119,4936,4482,5180,5,213,206,797,1580,3790,3903
ENSG00000125945,78,327,1175,421,656,410,42,916,315,256,0,80,41,159,420,452,107
ENSG00000204219,61,162,395,96,388,133,61,148,57,18,1,10,10,578,122,69,97
ENSG00000088280,144,152,583,187,420,434,219,211,248,109,0,86,24,332,264,380,25
ENSG00000007968,2,2,1,45,0,20,7,97,28,29,25,4,0,4,36,33,45
ENSG00000117318,438,682,1578,1235,1604,1373,90,1577,773,1183,3,147,113,296,1737,3192,923
ENSG00000197880,0,1,8,3,2,4,0,0,0,0,0,0,5,0,0,0,0
ENSG00000142676,2994,5669,7838,8874,8958,1149,177,6649,12735,12306,26,114,284,1268,1171,9475,14971
ENSG00000011007,740,908,1305,1639,1709,1121,111,2488,1786,1421,1,93,130,382,790,1124,1525
ENSG00000057757,366,623,733,733,726,255,31,611,613,497,0,11,45,111,252,354,510
ENSG00000011009,161,148,283,324,201,259,40,547,400,409,0,4,20,122,159,453,632
ENSG00000117308,150,103,110,243,143,131,13,259,351,324,0,8,11,105,128,152,405
ENSG00000117305,131,280,337,397,439,128,10,401,559,543,3,2,22,43,80,507,228
ENSG00000179163,215,620,913,1333,967,77,2,1091,2582,3233,0,16,11,54,126,892,3091
ENSG00000188822,0,0,0,6,0,2,0,7,3,0,0,0,1,0,5,0,10
ENSG00000189266,465,1987,2929,1998,3809,500,71,2221,2670,3332,0,32,69,253,701,1593,5602
ENSG00000188529,1090,1915,2225,2207,2349,1761,105,3505,1777,1976,41,135,136,754,1577,1847,2212
ENSG00000142661,23,1,18,2,0,17,1,0,0,12,0,83,9,297,51,74,32
ENSG00000142677,0,0,1,5,0,1,1,4,1,0,0,0,0,15,8,14,8
ENSG00000185436,31,12,278,77,49,28,21,549,1491,1065,0,0,1,32,16,68,1459
ENSG00000158055,3,18,13,26,46,19,4,16,38,53,0,3,0,1,9,100,22
ENSG00000001460,26,38,74,58,15,31,8,42,64,59,0,9,1,7,18,163,18
ENSG00000001461,78,192,607,393,392,166,14,368,901,785,0,19,13,157,191,524,464
ENSG00000117602,178,325,344,500,375,42,8,318,626,546,0,1,8,31,68,493,609
ENSG00000184454,5,168,49,85,153,3,0,9,111,49,0,0,0,3,3,26,17
ENSG00000133226,2466,3718,4199,5630,4578,2954,255,5161,5420,5195,2,358,315,1558,2375,5406,6770
ENSG00000169504,1945,5672,10352,3487,9613,1864,179,9687,2509,5645,0,182,248,954,2476,6632,4617
ENSG00000020633,56,32,167,496,87,78,18,299,655,519,0,5,6,198,23,893,588
ENSG00000117614,1333,3424,2529,2635,3967,547,45,1899,2085,2847,4,85,113,421,689,3884,4627
ENSG00000117616,467,2394,2879,2670,2084,3406,315,2372,1636,2777,36,498,130,1891,3353,4796,6391
ENSG00000187010,9,0,0,2,0,2,0,1,0,0,0,0,3,0,1,6,0
ENSG00000183726,224,886,1310,902,1604,360,18,1786,1583,1973,0,21,25,136,322,1082,2295
ENSG00000188672,0,5,6,3,0,3,0,5,5,16,0,0,0,0,1,0,21
ENSG00000204178,360,915,1455,1052,1794,711,34,1564,1184,897,0,146,71,413,526,1178,900
ENSG00000157978,177,438,608,362,1110,450,34,383,447,338,2,29,19,177,383,899,179
ENSG00000117643,220,351,468,721,619,677,135,733,1610,1322,0,15,12,93,147,1182,1036
ENSG00000162430,1539,1997,4432,3108,3838,2849,296,4087,3967,4940,15,203,174,1235,1929,5050,3381
ENSG00000255054,340,412,967,771,945,511,62,824,959,1072,0,89,18,219,451,1227,676
ENSG00000117640,181,312,457,519,588,271,76,619,560,383,0,36,22,153,199,426,391
ENSG00000127423,1,1,2,4,0,14,7,31,2,13,0,0,0,3,8,8,6
ENSG00000182749,48,184,203,287,319,51,4,122,313,150,0,8,0,57,71,253,104
ENSG00000117632,277,1128,1273,1031,1021,918,80,2985,1970,2039,14,167,89,225,508,1275,2200
ENSG00000158006,36,109,234,292,181,114,14,416,366,249,0,13,7,100,104,142,151
ENSG00000158008,3,3,31,36,19,38,16,18,0,0,0,0,0,2,3,0,0
ENSG00000158014,0,6,0,4,0,5,0,2,0,0,0,0,0,0,8,0,0
ENSG00000158022,1,30,9,1,13,8,1,18,3,24,0,0,2,0,0,0,0
ENSG00000175087,121,262,281,516,335,45,11,318,304,189,0,0,6,37,88,318,72
ENSG00000197245,152,143,238,165,332,126,2,121,54,24,0,10,8,80,233,410,27
ENSG00000282872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236782,0,0,4,1,2,0,0,7,5,2,0,0,1,0,0,0,0
ENSG00000142684,95,144,232,257,127,73,0,307,220,298,0,0,10,38,59,202,59
ENSG00000142675,5,7,12,8,12,17,4,79,3,13,0,8,1,4,29,0,13
ENSG00000188782,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1
ENSG00000130695,165,171,220,523,175,201,39,629,399,339,0,44,8,117,143,499,183
ENSG00000142669,1222,990,1421,2254,1515,438,63,2589,2912,4688,1,89,147,318,380,3288,17460
ENSG00000158062,266,72,101,363,122,256,186,272,246,253,0,3,17,330,145,457,684
ENSG00000169442,96,23,77,430,71,3,0,56,90,103,0,0,4,32,18,281,3431
ENSG00000176092,0,0,0,12,0,4,0,1,0,0,0,2,2,29,84,0,27
ENSG00000176083,3,6,0,77,3,7,0,3,20,1,5,5,0,9,4,69,17
ENSG00000131914,0,0,0,2,0,6,1,0,6,0,0,0,0,4,0,11,0
ENSG00000117682,300,248,511,499,556,422,34,774,656,535,0,72,30,194,260,351,538
ENSG00000198830,649,1812,2117,2363,3473,1043,101,3009,3220,3823,17,71,119,359,565,2118,6450
ENSG00000117676,1182,1097,1082,3404,1392,373,40,1395,3064,2650,1,3,13,88,215,3396,3114
ENSG00000117713,2536,3842,5543,6340,5500,3359,352,6824,6926,4697,3,282,307,1249,2160,10192,5788
ENSG00000060642,6,45,130,100,181,29,16,110,130,123,0,0,9,14,24,241,124
ENSG00000204160,125,197,399,762,496,341,48,528,273,298,1,15,25,157,324,1297,7864
ENSG00000175793,2,0,0,0,6,3,10,0,0,0,2,0,1,5,164,0,180
ENSG00000142751,70,145,273,260,311,196,22,370,200,242,1,10,3,84,171,98,110
ENSG00000198746,133,217,352,351,462,191,41,409,272,220,1,20,10,95,190,420,276
ENSG00000090273,1626,2467,2689,2459,2553,1006,169,2257,2518,2667,10,96,114,571,769,3201,2772
ENSG00000131910,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175707,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4
ENSG00000253368,3,9,12,16,35,28,2,0,14,0,0,0,10,50,68,0,41
ENSG00000158246,0,17,6,21,0,16,1,4,11,0,3,0,0,9,6,10,1
ENSG00000090020,261,500,1255,705,1445,1539,53,3093,990,1543,1,59,66,237,671,1039,2109
ENSG00000142784,291,594,1250,1042,1315,624,53,1089,1414,1581,0,35,28,216,379,1545,2884
ENSG00000186501,92,134,256,230,253,134,20,373,323,286,3,21,11,54,130,179,174
ENSG00000142765,22,0,15,49,17,13,0,4,11,8,5,13,11,40,70,3,499
ENSG00000142733,450,170,903,383,388,822,102,263,87,385,0,210,195,1393,1218,1013,733
ENSG00000142748,4,16,7,3,18,30,2,13,3,68,34,30,4,107,105,216,29
ENSG00000174950,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181773,2,0,9,4,11,30,0,68,32,56,0,0,2,2,28,0,87
ENSG00000158195,2059,4320,7693,5236,7533,2687,251,5678,6205,6290,4,272,240,1372,2265,6970,7075
ENSG00000126705,571,464,1390,735,1094,1551,345,1300,814,543,2,95,102,560,716,1390,337
ENSG00000000938,764,425,1316,1472,874,450,41,548,512,1263,0,43,87,419,867,2823,20925
ENSG00000126709,436,2326,2077,811,2874,809,296,2288,1451,1493,0,62,250,122,667,3902,1277
ENSG00000009780,84,326,596,333,613,162,27,480,483,463,0,34,16,120,165,302,344
ENSG00000117758,815,1079,2067,1843,2148,736,51,2284,2552,3381,2,88,87,340,869,1714,2651
ENSG00000117751,235,486,698,661,745,272,32,843,568,718,0,29,27,89,204,594,341
ENSG00000130775,1307,671,2321,3499,1206,310,81,1567,4547,7360,0,51,20,287,107,3410,25559
ENSG00000117748,233,413,573,661,721,130,8,583,767,752,0,5,14,72,125,1063,881
ENSG00000130768,8,0,32,13,10,26,1,37,25,26,0,0,14,20,40,90,12
ENSG00000158156,39,53,153,172,140,91,15,183,114,155,0,5,5,39,95,370,1139
ENSG00000158161,357,620,878,1152,822,422,39,995,788,770,3,30,42,279,363,1315,1924
ENSG00000169403,465,1139,823,2314,1988,45,16,1846,3153,1709,2,3,3,36,12,2237,5548
ENSG00000126698,1011,1713,1850,2323,2384,598,71,2227,2455,2744,0,86,69,175,485,1873,3829
ENSG00000130770,1228,3178,1585,1762,2571,1100,173,2019,2683,2970,79,125,137,459,857,2409,3637
ENSG00000130766,76,118,233,419,251,209,64,417,604,985,1,17,8,89,148,582,12842
ENSG00000130772,36,78,65,92,78,60,37,106,87,189,0,3,16,90,72,258,593
ENSG00000204138,685,1392,2349,1575,1997,1349,84,2126,1427,1437,0,193,133,924,1715,2432,1137
ENSG00000180198,91,89,233,412,168,313,17,562,478,500,1,6,39,176,200,386,686
ENSG00000279443,0,0,3,4,0,8,0,16,1,14,0,0,0,3,0,0,0
ENSG00000180098,108,97,221,264,200,191,18,343,276,295,9,9,5,105,136,178,227
ENSG00000120656,185,259,338,480,318,154,28,538,568,584,0,35,19,40,146,436,946
ENSG00000188060,10,23,31,96,7,24,3,548,436,230,0,0,9,16,19,126,181
ENSG00000162419,193,393,639,561,747,199,30,650,708,525,0,13,17,150,234,1043,1070
ENSG00000198492,617,741,1421,1526,1398,434,34,2058,1144,1159,1,25,70,276,515,1566,1246
ENSG00000116329,10,2,8,7,0,21,8,54,4,1,1,0,10,1,4,3,3
ENSG00000159023,835,2195,1815,3241,3497,832,64,1671,3946,2278,3,22,41,745,576,3951,10002
ENSG00000253304,9,24,70,23,127,9,4,29,13,14,1,0,6,134,38,8,0
ENSG00000116350,2358,2972,2844,3532,3136,4362,465,3680,2891,3142,12,475,400,2547,3106,4975,3927
ENSG00000116353,89,106,189,151,138,130,29,272,229,200,0,4,5,109,69,68,25
ENSG00000060656,48,127,192,71,105,55,9,41,42,26,21,8,6,184,143,152,49
ENSG00000162510,0,0,2,11,0,1,0,11,8,0,0,0,2,4,3,3,0
ENSG00000162511,5553,9144,5997,15661,13162,709,126,13921,46339,52839,1,40,159,398,220,14135,92264
ENSG00000162512,1073,1507,2940,1690,3519,5060,751,8070,4170,5053,4,21,167,761,1542,3012,2578
ENSG00000134644,1122,2360,4342,3336,4262,2178,121,4404,2714,2705,5,205,182,1259,1647,4242,3575
ENSG00000084628,0,17,17,9,74,38,1,21,13,0,0,0,2,5,13,0,0
ENSG00000060688,198,383,741,641,844,189,12,805,630,440,0,21,8,107,199,909,317
ENSG00000121766,532,1376,1340,1058,1762,625,41,1445,1174,1123,0,88,63,210,435,1464,1069
ENSG00000121769,33,63,57,63,76,31,21,745,410,150,0,5,16,1,20,114,659
ENSG00000168528,13,9,60,20,8,149,8,205,37,134,0,7,10,494,71,7,317
ENSG00000142910,608,862,2277,506,1507,510,32,402,153,343,5,176,87,1161,1231,1489,463
ENSG00000121764,0,3,10,1,32,1,0,2,6,0,0,0,0,0,7,0,9
ENSG00000162517,192,481,997,721,1034,233,23,693,664,887,0,5,21,171,217,538,1677
ENSG00000084636,66,71,244,124,169,2623,6130,4464,488,313,4,1,37,237,154,22,14
ENSG00000121753,71,67,199,32,164,728,348,1349,189,41,0,0,0,74,70,127,0
ENSG00000134668,4,6,11,5,8,142,17,95,259,29,1,0,2,8,12,0,1
ENSG00000184007,1719,2191,3374,4306,4441,1011,206,3144,4416,4826,5,48,169,1184,858,3866,8187
ENSG00000121774,1313,1797,3128,2758,3308,1388,77,3646,3550,4036,0,158,125,813,979,3610,6393
ENSG00000121775,40,158,194,202,206,149,15,263,179,93,4,15,4,94,108,285,119
ENSG00000025800,745,1037,1642,1538,2176,836,93,2327,2031,2503,42,125,60,582,661,2213,1857
ENSG00000084652,1406,1407,2107,2732,1951,1862,159,3082,1968,1835,6,103,155,1193,1255,2513,1275
ENSG00000160050,5,15,36,31,15,37,11,86,27,58,0,16,5,13,12,20,25
ENSG00000160051,20,79,34,38,47,48,8,88,13,34,0,15,0,27,11,204,49
ENSG00000222046,1,1,2,0,6,5,1,0,2,0,0,0,4,4,2,0,0
ENSG00000160055,69,146,155,245,268,260,57,296,161,126,0,68,22,167,241,304,289
ENSG00000084623,629,1136,1715,1618,1717,508,54,1935,1814,2292,0,23,121,512,424,1847,3334
ENSG00000183615,10,6,69,37,5,9,0,34,0,30,0,3,6,36,19,57,18
ENSG00000182866,10,4,2,160,23,0,6,20,9,14,0,0,0,34,9,419,57
ENSG00000116478,346,506,747,836,783,787,53,1531,851,855,4,151,94,461,594,1401,965
ENSG00000175130,296,288,720,479,721,2072,131,8481,943,2433,2,118,194,388,1067,1250,6811
ENSG00000162526,7,5,7,24,7,11,2,8,7,0,0,0,0,3,5,11,2
ENSG00000225828,21,37,70,30,57,121,16,90,33,57,0,11,11,74,153,178,33
ENSG00000160058,281,405,1103,1004,811,926,96,1525,1263,1298,0,115,65,644,524,1154,1835
ENSG00000254553,12,105,302,71,183,67,19,237,48,97,0,1,30,49,148,60,41
ENSG00000273274,0,3,10,7,0,29,6,117,32,2,0,1,4,4,7,46,2
ENSG00000160062,27,145,486,106,349,95,25,293,82,139,0,0,33,97,213,91,52
ENSG00000176261,172,296,350,401,468,140,8,443,505,472,0,70,15,65,136,264,705
ENSG00000162521,824,1759,2643,2664,3301,1112,128,3654,3381,3676,2,69,96,570,869,2741,2948
ENSG00000162520,25,58,111,48,44,138,42,100,119,69,0,9,5,47,124,101,29
ENSG00000162522,156,227,657,255,361,1007,72,534,218,294,0,25,78,924,764,1164,322
ENSG00000134684,724,517,670,1456,608,604,52,1455,1162,1416,28,86,66,370,473,1107,1115
ENSG00000116497,150,410,655,651,568,412,47,643,638,445,0,64,30,242,388,795,252
ENSG00000160097,5,34,64,6,86,46,9,94,30,9,0,0,6,0,38,114,23
ENSG00000121905,24,12,29,7,7,36,3,5,7,4,0,0,1,9,1,9,0
ENSG00000121900,17,24,89,60,33,108,31,92,61,50,0,0,0,203,57,152,82
ENSG00000116514,197,904,926,1560,1940,278,140,2001,4887,1831,3,59,56,325,274,1483,19712
ENSG00000278966,0,0,0,0,0,1,0,1,8,2,0,0,0,0,0,0,1
ENSG00000004455,324,475,877,1081,920,336,56,993,1528,1400,0,40,40,341,349,991,1341
ENSG00000142920,68,463,358,734,651,123,31,324,862,252,0,13,4,44,67,514,100
ENSG00000278997,1,6,16,8,13,14,1,33,1,5,0,0,0,4,5,0,0
ENSG00000116525,62,114,341,151,427,320,11,409,228,174,0,3,5,42,130,172,107
ENSG00000279179,0,0,0,1,2,14,1,6,11,0,0,0,0,2,10,0,13
ENSG00000160094,306,1110,1539,934,2336,988,119,1267,1288,1097,0,71,68,292,574,1622,343
ENSG00000184389,0,1,3,4,0,1,0,6,4,3,0,0,0,2,0,0,3
ENSG00000134686,2025,1197,2445,3539,2189,1696,175,3141,4130,5129,31,136,84,1037,776,3885,18611
ENSG00000121903,82,182,182,165,337,214,46,337,127,68,0,20,0,82,202,151,73
ENSG00000121904,13,25,14,29,4,337,116,1802,126,61,10,5,5,37,39,11,5
ENSG00000176256,0,0,0,1,0,1,2,2,0,0,0,0,0,4,0,0,5
ENSG00000201148,0,0,11,49,3,18,15,0,1,36,0,9,0,0,0,26,73
ENSG00000142698,0,0,1,0,0,10,9,21,5,0,0,0,0,0,2,0,0
ENSG00000163866,202,245,420,357,536,219,17,719,506,466,1,0,33,153,220,232,508
ENSG00000189280,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000189433,1,0,0,1,0,0,0,2,0,0,0,0,2,2,4,0,18
ENSG00000188910,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,18
ENSG00000187513,269,353,908,222,574,169,6,515,104,481,0,59,44,156,395,1060,115
ENSG00000116544,155,69,105,150,134,107,14,88,98,56,0,0,13,17,42,175,80
ENSG00000271741,274,654,948,1043,1160,328,20,871,990,1090,0,41,32,149,303,808,864
ENSG00000243749,132,431,591,503,741,132,3,443,627,754,0,5,24,79,162,478,529
ENSG00000163867,184,402,582,853,670,263,19,697,687,546,0,38,17,118,273,553,485
ENSG00000197056,38,228,392,347,309,145,7,471,233,181,0,14,0,48,150,166,84
ENSG00000116560,5750,5984,8777,10404,7807,14648,977,16612,8224,7688,18,1335,1067,6967,8712,10303,15985
ENSG00000146463,889,1731,2764,2370,3062,1217,112,3203,1963,2223,2,137,95,815,1101,2096,1504
ENSG00000142687,363,865,1399,1182,1374,1187,186,1965,1548,1456,0,89,95,934,892,1882,1264
ENSG00000020129,213,144,378,283,260,497,146,630,383,355,3,4,30,216,197,244,151
ENSG00000116819,11,0,11,23,2,31,4,24,3,22,0,0,6,5,12,1,13
ENSG00000126067,227,392,742,726,675,197,19,1005,1105,1117,0,28,31,128,185,756,1145
ENSG00000142686,143,144,267,314,253,233,67,434,255,256,0,32,22,134,114,486,356
ENSG00000092853,122,37,54,155,73,242,28,1109,393,696,0,46,77,121,165,76,546
ENSG00000134698,598,853,1194,1823,1587,686,57,1157,1785,1332,0,95,33,343,584,2331,2764
ENSG00000092847,592,1145,1703,1612,2418,1104,126,2727,3313,2282,1,87,67,560,843,2565,2058
ENSG00000126070,303,627,1268,1192,1018,1018,56,2001,1078,993,12,69,43,448,927,1408,939
ENSG00000092850,0,0,6,2,6,71,46,65,24,2,0,0,2,1,0,0,9
ENSG00000116863,150,158,236,457,251,168,71,421,307,263,1,0,4,141,47,281,138
ENSG00000171812,189,322,501,736,572,45,31,567,1636,1133,1,0,5,20,24,692,448
ENSG00000054116,109,133,318,405,456,177,47,525,503,397,0,0,6,89,141,278,340
ENSG00000116871,3018,2469,2931,4239,3088,5297,994,4402,5288,4864,12,308,397,2318,2394,6905,12669
ENSG00000054118,2785,4711,4990,5646,6663,2537,218,6798,7638,6777,23,214,221,1347,1976,6526,7619
ENSG00000214193,32,117,94,169,207,348,104,279,135,152,0,11,26,1010,416,61,428
ENSG00000142694,74,182,404,229,537,456,19,717,218,384,0,46,45,143,262,415,273
ENSG00000196182,697,650,1132,1269,1248,1024,235,1917,2366,1911,0,116,93,676,591,1995,15984
ENSG00000181817,148,168,196,419,343,111,12,320,465,456,0,5,10,82,65,466,797
ENSG00000116885,22,66,35,21,51,39,15,82,45,30,0,3,0,34,25,14,7
ENSG00000116898,203,332,519,508,565,220,33,875,772,919,0,39,37,162,163,564,718
ENSG00000119535,1401,1249,893,5075,1688,130,46,1312,4904,3663,0,2,37,119,73,9314,63097
ENSG00000163873,18,9,398,6,19,1083,71,1320,318,48,0,6,2,2,24,118,12
ENSG00000252368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163874,59,174,598,503,268,144,16,590,1086,1351,0,8,6,224,91,283,27313
ENSG00000163875,403,1081,1197,1343,1485,486,54,1337,1604,1575,0,38,47,248,381,1481,1400
ENSG00000163877,260,298,529,576,621,325,26,608,335,284,0,15,14,139,239,415,1467
ENSG00000163879,36,49,117,21,175,311,130,421,192,122,6,2,26,48,81,73,30
ENSG00000134697,661,761,789,1316,1284,651,22,1839,1893,1897,1,92,87,428,454,1541,2425
ENSG00000169218,0,1,0,1,0,4,0,0,0,1,5,0,0,0,0,0,0
ENSG00000116922,109,90,223,239,208,110,8,236,92,80,1,17,1,92,100,121,39
ENSG00000134690,7,13,14,34,15,66,7,308,55,106,0,19,12,13,42,55,73
ENSG00000183317,2,9,8,1,0,8,2,11,1,0,0,3,0,48,5,57,2
ENSG00000185090,12,26,75,42,73,44,13,76,68,27,5,8,0,35,28,0,71
ENSG00000196449,20,41,124,117,199,64,3,280,112,179,0,0,4,36,65,180,423
ENSG00000197982,97,91,185,248,368,197,55,351,442,439,1,6,14,172,96,205,469
ENSG00000188786,234,351,675,949,959,301,34,905,896,851,8,18,20,134,190,694,8684
ENSG00000204084,395,491,874,1010,871,467,53,869,1175,1062,1,49,48,271,522,1003,373
ENSG00000183431,1277,1615,1867,2014,1962,2774,167,2793,2234,1959,24,237,273,974,2173,2457,1166
ENSG00000183386,192,292,598,344,832,623,81,1022,477,616,0,62,38,112,427,719,1333
ENSG00000183520,428,629,1074,820,1397,382,30,1160,765,751,2,51,63,129,394,552,720
ENSG00000185668,0,21,4,28,33,35,1,21,20,3,0,0,0,1,1,0,1
ENSG00000116954,138,295,644,828,694,118,12,635,694,648,3,4,9,94,117,717,2384
ENSG00000214114,86,175,200,339,309,42,3,390,448,543,0,3,2,38,77,265,545
ENSG00000274944,36,110,99,149,160,27,4,213,212,295,0,3,1,20,42,184,264
ENSG00000131233,0,0,0,3,2,9,1,0,2,0,0,0,0,3,5,0,0
ENSG00000158315,12,5,14,2,22,29,3,85,14,43,0,8,0,26,17,3,1
ENSG00000174574,367,474,955,1041,1240,486,29,1526,1025,987,0,53,55,207,303,915,2843
ENSG00000168653,1336,2048,1947,2083,2295,557,84,2807,1922,3447,17,149,154,353,414,1942,3098
ENSG00000127603,12668,20493,36012,25523,34552,43310,2658,51270,23133,20552,63,4201,3000,17114,29499,41461,17311
ENSG00000222378,0,2,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0
ENSG00000183682,6,0,7,7,0,45,0,57,10,34,0,0,0,4,3,0,0
ENSG00000090621,877,2173,2983,3873,4471,1092,119,4320,9239,7682,48,139,82,1216,806,3919,7762
ENSG00000163909,264,196,761,227,457,886,45,1886,258,1124,0,0,16,107,236,369,235
ENSG00000116981,0,1,6,0,14,8,4,2,7,0,0,0,0,1,2,0,3
ENSG00000116983,82,29,114,31,270,95,1,32,33,11,0,0,1,5,37,186,18
ENSG00000084072,145,289,484,509,429,178,20,539,499,619,0,10,31,150,171,478,230
ENSG00000116985,1,9,73,18,11,34,8,54,49,85,0,33,0,16,11,30,21
ENSG00000198754,0,0,3,2,4,7,0,3,0,1,0,0,0,1,0,0,7
ENSG00000043514,106,145,226,231,200,205,5,489,293,214,0,22,15,111,127,188,142
ENSG00000116990,26,201,187,260,286,71,20,138,122,113,1,0,2,32,126,635,51
ENSG00000168389,219,1592,6358,987,6183,4617,154,6675,1149,1539,0,22,147,422,2742,824,1009
ENSG00000131236,5146,6881,6925,12199,10593,1635,138,12520,16738,16032,9,172,366,762,1452,12949,50014
ENSG00000131238,904,3691,3644,4835,6081,443,50,6024,14050,10728,0,18,47,153,308,4313,21503
ENSG00000117000,360,861,1671,1526,1558,605,45,1434,1120,1299,1,197,69,404,433,1509,3249
ENSG00000188800,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000084073,485,850,1206,1264,1144,259,36,1635,1614,1800,0,12,30,183,352,1158,1993
ENSG00000049089,155,201,215,580,356,244,162,263,417,135,0,4,0,114,37,569,467
ENSG00000084070,1367,2646,4972,5242,5018,668,111,1872,7051,7901,1,29,36,410,421,4859,55762
ENSG00000187801,35,49,60,56,55,128,9,357,60,80,0,15,5,27,63,97,53
ENSG00000279667,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0
ENSG00000187815,63,93,156,162,160,73,16,112,103,138,0,6,27,36,45,213,12
ENSG00000164002,38,68,132,168,171,46,0,195,117,135,0,7,14,62,59,241,34
ENSG00000117010,39,120,119,110,119,88,8,201,68,81,0,14,8,36,71,42,46
ENSG00000117016,121,144,249,94,185,72,24,61,79,59,7,0,7,24,40,154,75
ENSG00000066136,319,736,1349,1288,1474,575,54,1327,1276,1301,0,97,37,223,450,1670,2299
ENSG00000117013,7,8,13,8,16,39,25,13,24,23,0,0,2,6,16,7,0
ENSG00000179862,65,46,130,137,96,96,2,344,199,263,0,13,9,254,87,0,163
ENSG00000171793,253,59,242,517,226,320,23,858,284,354,25,48,27,408,282,99,367
ENSG00000171790,0,13,13,9,5,18,5,19,2,1,0,0,4,3,14,0,0
ENSG00000010803,142,260,483,330,560,230,28,457,268,299,0,30,27,321,191,110,333
ENSG00000204060,0,9,21,5,29,25,8,28,23,5,5,0,0,40,13,0,3
ENSG00000252563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127129,0,0,0,0,0,3,0,0,0,0,1,0,0,7,1,0,0
ENSG00000127124,2192,1385,1248,5313,1728,980,198,2270,4447,3214,0,15,65,285,222,3989,1561
ENSG00000044012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197273,0,0,0,0,11,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000198815,510,1019,1482,1222,1462,986,75,1983,1122,891,0,96,69,1071,672,1710,1600
ENSG00000177181,11,11,39,8,32,49,9,93,16,19,0,0,1,99,14,1,43
ENSG00000066185,0,1,10,12,5,3,0,24,29,46,0,0,1,0,0,0,69
ENSG00000127125,311,855,755,1111,1163,143,42,746,1253,1465,1,0,20,117,228,1242,865
ENSG00000186409,53,61,188,101,108,292,22,300,116,47,0,19,7,121,78,371,78
ENSG00000171960,43,68,97,218,183,57,3,224,240,244,0,0,9,60,90,129,239
ENSG00000065978,6813,6714,11280,14638,11766,4261,419,18325,22401,28606,27,475,1158,3457,2725,14298,38619
ENSG00000164007,4,0,0,0,0,0,1,0,0,0,0,0,0,9,0,34,0
ENSG00000117385,164,276,443,597,456,934,135,2428,580,1148,0,90,84,406,629,844,566
ENSG00000164008,43,117,123,134,106,70,3,163,189,157,0,1,12,34,70,258,45
ENSG00000283580,41,102,115,114,95,63,3,145,175,130,0,0,12,30,55,258,39
ENSG00000274386,12,1,10,3,4,5,2,11,5,2,0,0,1,1,3,0,1
ENSG00000177868,256,692,479,560,745,113,10,539,1267,856,1,0,17,21,101,594,593
ENSG00000164010,134,535,492,560,731,153,23,513,1155,644,0,11,18,91,122,519,422
ENSG00000164011,106,188,227,235,205,104,30,151,229,169,1,8,5,41,64,415,61
ENSG00000117394,5455,15604,35906,8291,23800,5755,372,7114,1792,2860,9,182,468,2171,11493,25220,3546
ENSG00000186973,1,0,1,2,0,14,6,1,0,4,0,0,0,0,5,0,0
ENSG00000117395,721,587,593,855,693,502,34,1211,1216,1174,1,45,56,466,323,361,943
ENSG00000243710,8,0,6,27,0,68,17,5,15,1,0,0,0,25,9,0,1
ENSG00000199240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ENSG00000179178,3,0,4,0,6,3,0,0,5,0,0,0,0,1,16,0,0
ENSG00000253313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000066056,677,2601,6511,1073,6370,3675,148,5742,621,1751,0,489,258,1243,3760,3473,572
ENSG00000117400,8,14,33,11,9,29,1,15,2,23,0,5,4,11,36,36,22
ENSG00000117399,12,2,10,10,0,40,2,237,47,130,0,0,3,10,39,0,144
ENSG00000066322,217,304,452,618,618,227,17,813,592,901,0,39,32,111,252,732,755
ENSG00000159479,160,305,336,510,397,199,44,548,373,654,3,42,48,143,217,652,577
ENSG00000198198,691,635,1397,2165,1213,2293,303,2473,1389,785,9,253,142,1337,1376,2775,1073
