gene_ID,control_12,control_26,control_11,control_14,control_6,GBM_27,GBM_29,GBM_3,GBM_8,GBM_9,metastasis_21,metastasis_22,metastasis_23,metastasis_28,metastasis_30,control_15,metastasis_16
ENSG00000116096,70,68,147,225,57,31,8,142,172,174,0,4,7,50,63,95,282
ENSG00000135638,2,4,8,0,0,8,3,2,1,0,2,0,0,41,0,19,0
ENSG00000144040,195,267,503,337,765,966,316,693,744,481,11,37,28,307,286,535,244
ENSG00000135631,415,720,1436,593,1750,1100,64,1093,320,560,18,45,75,555,838,1629,589
ENSG00000214513,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
ENSG00000135632,199,91,332,424,220,132,14,373,320,256,0,6,18,136,122,646,206
ENSG00000135617,18,39,147,108,83,62,18,195,161,168,0,10,0,18,27,81,75
ENSG00000135624,1099,1301,2011,2198,2044,495,31,2672,2425,3071,28,50,94,408,542,1654,2657
ENSG00000163013,370,95,224,314,283,246,167,327,344,209,31,8,16,465,84,203,165
ENSG00000135625,0,12,2,11,16,24,0,71,34,209,0,0,9,2,6,0,49
ENSG00000116127,1008,1683,2946,2479,3449,1484,133,3326,1856,1488,2,313,133,913,1412,2074,975
ENSG00000144035,0,0,0,0,0,4,0,0,0,0,0,0,0,53,0,0,0
ENSG00000204872,0,0,1,4,7,0,0,0,2,0,0,0,0,2,0,0,7
ENSG00000144034,130,192,316,261,220,74,18,310,314,322,0,10,25,40,82,389,196
ENSG00000280037,0,2,2,3,14,3,0,6,1,7,0,0,0,5,1,0,0
ENSG00000144048,115,200,379,311,207,161,22,373,193,181,0,26,22,115,209,196,253
ENSG00000187833,0,0,0,5,0,0,0,0,3,0,0,0,0,1,5,0,0
ENSG00000124356,248,563,772,865,892,391,46,1066,996,973,28,67,27,507,402,964,650
ENSG00000163017,141,88,135,114,31,6,4,180,4,82,0,0,12,37,20,0,51
ENSG00000114956,81,105,254,235,276,90,7,351,214,313,16,4,29,46,56,343,405
ENSG00000201876,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000187605,389,813,1355,1482,1547,1476,209,2448,1979,1929,4,84,56,737,616,1434,4397
ENSG00000279181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163170,46,73,109,143,82,40,2,260,161,207,0,11,9,59,36,120,153
ENSG00000114978,1412,2808,3661,6889,5022,409,73,4253,8393,7564,0,32,74,387,568,4201,10777
ENSG00000279201,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000065911,921,510,670,2610,662,98,17,1378,2340,2631,0,7,56,94,73,1425,2540
ENSG00000264324,126,322,693,514,814,388,56,733,529,549,16,7,48,201,208,742,544
ENSG00000188687,29,46,119,182,128,192,13,130,59,26,15,6,36,106,90,106,46
ENSG00000204843,3254,6920,8374,5038,9599,4199,772,7279,6747,7664,33,484,399,3033,3807,9730,7793
ENSG00000159239,13,17,27,22,73,44,16,62,29,13,0,8,0,36,22,200,5
ENSG00000284308,13,17,32,20,80,50,18,68,35,24,0,8,1,43,19,171,12
ENSG00000005448,20,63,93,45,104,61,13,162,73,115,0,1,7,51,53,20,43
ENSG00000114993,106,189,275,279,254,509,98,520,326,262,0,52,3,583,285,151,94
ENSG00000115274,154,130,260,340,173,448,66,295,284,267,0,69,31,340,280,677,428
ENSG00000274049,200,271,535,564,420,560,78,569,566,612,0,86,36,427,359,827,659
ENSG00000239779,54,164,319,274,276,196,24,329,300,402,1,23,6,134,139,223,247
ENSG00000115275,257,388,747,740,770,402,94,923,671,769,0,36,25,276,400,2038,958
ENSG00000204822,147,282,423,426,426,167,25,506,476,632,0,5,20,78,117,653,652
ENSG00000135637,225,449,655,699,689,385,62,756,627,711,0,12,26,205,267,868,720
ENSG00000115282,217,217,382,630,529,375,34,522,417,360,4,30,50,277,313,860,189
ENSG00000179528,3,12,32,16,33,50,6,42,41,47,0,8,0,49,37,142,71
ENSG00000115289,30,122,157,106,175,90,8,157,83,192,0,13,4,51,80,93,131
ENSG00000115297,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
ENSG00000144045,0,12,4,9,5,16,0,22,1,1,0,10,0,0,11,4,26
ENSG00000115307,388,721,963,1169,834,675,41,1617,1797,1731,1,78,77,307,472,1826,2106
ENSG00000115317,72,132,248,211,236,117,15,295,201,203,0,12,10,86,100,196,159
ENSG00000115318,130,295,467,741,534,161,29,644,1171,824,0,0,8,36,38,573,657
ENSG00000115325,179,273,332,671,470,112,16,277,570,450,0,17,10,57,47,619,568
ENSG00000159374,3,29,41,121,45,1,0,39,81,62,0,0,2,0,6,122,48
ENSG00000135622,23,89,143,98,43,65,6,96,94,67,8,5,5,46,88,198,57
ENSG00000159399,1060,1667,2027,4313,2825,190,78,3290,7256,7059,3,1,35,1979,242,2677,9405
ENSG00000115350,166,147,278,358,180,48,1,130,228,346,0,5,4,68,147,531,422
ENSG00000115353,31,0,20,123,1,3,6,1,6,1,1,6,5,35,13,112,0
ENSG00000115363,1,0,2,4,0,13,2,20,6,38,0,6,5,229,28,88,4
ENSG00000115364,417,646,827,769,1136,226,32,949,706,891,0,33,20,78,254,768,366
ENSG00000005436,174,223,460,383,617,226,61,473,370,229,0,55,2,240,276,449,148
ENSG00000176204,2,4,13,0,1,12,7,130,17,3,0,0,0,2,3,0,2
ENSG00000200028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
ENSG00000143954,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,0
ENSG00000172023,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,85,0
ENSG00000115386,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,57,0
ENSG00000172016,1,0,0,0,0,1,2,0,0,0,11,0,1,0,0,0,4
ENSG00000066032,120,77,273,99,513,372,122,501,376,139,5,8,0,3,32,184,7
ENSG00000162951,0,8,39,1,140,55,9,194,17,9,0,0,11,1,20,17,0
ENSG00000200890,6,167,245,1467,109,363,135,6,17,709,2,173,28,6,2,2842,1048
ENSG00000163541,221,384,626,644,1000,221,18,881,730,882,0,8,10,145,238,597,891
ENSG00000115423,23,39,36,20,36,320,18,90,9,2,3,6,11,128,93,56,18
ENSG00000186854,87,214,422,181,208,25,11,12,19,12,0,13,3,65,92,290,130
ENSG00000034510,8934,8999,13166,14621,13056,5985,560,17634,14698,20237,43,678,1402,6910,4979,21248,22504
ENSG00000176407,290,496,1028,755,966,412,54,1285,796,968,9,25,53,386,475,993,1411
ENSG00000152284,167,248,749,198,484,669,66,542,134,247,0,94,38,478,410,731,49
ENSG00000152291,4093,8147,9570,10886,10766,3848,234,10842,18920,17352,6,259,218,3412,3502,13297,14021
ENSG00000042445,83,320,686,652,870,431,21,907,931,1228,0,54,6,263,282,916,730
ENSG00000115459,101,107,210,291,149,243,11,392,159,159,1,20,8,129,192,503,180
ENSG00000042493,1152,885,897,3085,1665,300,95,3305,13820,9586,2,19,130,346,238,1937,14041
ENSG00000152292,0,3,15,27,7,5,0,3,24,11,1,0,0,21,10,23,11
ENSG00000168906,849,1102,2329,4142,2434,1283,82,4357,4338,2398,0,70,71,1101,814,1935,4722
ENSG00000115486,174,525,1169,708,899,384,40,1121,781,885,0,30,33,165,407,1018,539
ENSG00000118640,480,345,305,1183,437,118,41,601,1742,2206,2,9,53,153,132,656,1521
ENSG00000168899,318,282,599,245,532,188,15,279,315,489,0,13,36,112,162,435,349
ENSG00000168894,160,218,371,435,465,102,6,375,473,719,0,4,8,141,66,394,748
ENSG00000168890,85,90,181,219,143,104,26,134,260,217,0,11,9,124,78,432,207
ENSG00000168883,316,582,842,981,836,403,68,907,858,821,2,49,74,290,354,671,1062
ENSG00000168887,163,396,578,533,761,300,139,482,528,493,5,23,16,222,270,554,426
ENSG00000168878,0,0,0,15,5,6,2,1,8,0,10,28,10,3,220,15,0
ENSG00000115523,37,9,80,404,30,14,1,29,121,403,0,14,9,60,40,314,154
ENSG00000168874,648,129,1257,339,225,255,34,78,170,316,0,63,76,345,526,296,228
ENSG00000115525,167,310,310,540,447,260,27,651,549,503,0,4,16,152,140,581,209
ENSG00000068654,781,763,1100,1968,1281,977,124,2609,1954,1626,0,117,94,793,663,1870,731
ENSG00000132300,264,665,1104,1234,1144,621,30,1746,1088,1113,4,66,33,380,657,1011,644
ENSG00000132305,733,860,1422,1796,1414,561,27,2240,2423,2639,5,89,83,377,418,1113,1878
ENSG00000132313,88,321,417,461,571,187,1,740,404,433,0,6,29,98,133,578,278
ENSG00000068615,7,57,101,17,150,37,2,63,45,22,0,0,0,11,17,0,0
ENSG00000115548,461,1407,3025,2442,2513,1748,164,2595,2238,2171,6,162,140,1526,1624,2526,3305
ENSG00000115561,1264,3107,3609,2726,4274,656,102,2610,2836,3262,0,149,134,630,881,3620,4266
ENSG00000249884,1117,2641,2794,2178,3259,567,73,2216,2201,2597,0,139,135,590,715,3219,3772
ENSG00000239305,151,461,973,576,877,265,28,1186,550,641,0,33,33,246,313,664,1153
ENSG00000153561,297,1101,1772,1223,1979,421,43,1616,1420,1589,3,35,34,226,576,1150,2282
ENSG00000153563,42,0,9,353,25,3,0,2,54,53,0,0,0,173,3,569,278
ENSG00000172116,5,1,1,105,12,2,1,0,3,32,0,0,0,26,3,266,100
ENSG00000187627,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0,0
ENSG00000183281,3,0,0,3,3,5,0,33,0,2,0,7,0,0,12,0,0
ENSG00000233999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125551,0,1,0,0,0,1,0,2,0,0,0,0,0,0,8,0,0
ENSG00000185304,0,3,18,0,6,0,0,1,26,0,0,9,0,0,20,42,6
ENSG00000172086,249,741,774,769,1197,282,54,771,777,591,0,18,25,127,208,564,450
ENSG00000115593,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,100,0
ENSG00000163586,2,3,0,1,0,0,0,5,4,2,26,0,2,13,0,4,148
ENSG00000144115,17,36,33,74,201,68,3,113,89,83,0,0,11,291,51,166,158
ENSG00000214336,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,6
ENSG00000172073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000172071,207,293,822,603,472,517,38,1339,417,618,8,17,53,291,356,474,4001
ENSG00000153574,118,215,287,309,165,67,2,405,392,382,0,36,12,51,128,197,538
ENSG00000211592,142,19,195,719,61,29,3,5,1257,6057,3,10688,8,1532,3400,694,2164
ENSG00000211593,0,0,0,10,0,0,0,0,17,35,0,4,0,11,13,0,37
ENSG00000211594,0,0,0,19,0,0,0,0,8,97,0,337,0,6,17,0,33
ENSG00000211595,0,0,0,1,0,0,0,0,5,125,0,0,0,1,14,0,24
ENSG00000211596,0,0,0,17,0,0,0,0,21,102,0,20,0,13,53,84,27
ENSG00000211597,4,1,19,36,11,0,0,0,26,104,0,163,0,91,13,0,77
ENSG00000211598,0,0,2,27,0,0,0,0,77,313,0,104,0,1,74,0,163
ENSG00000211599,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000243466,2,0,0,63,0,2,0,0,105,261,0,662,0,3,13,159,102
ENSG00000239855,0,0,19,0,0,0,0,0,11,3,0,3,0,0,45,0,9
ENSG00000243063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240671,0,0,0,0,3,0,0,0,12,3,0,0,0,0,2,0,0
ENSG00000241755,0,0,0,5,9,0,0,0,2,7,0,11,0,0,1,0,18
ENSG00000241351,0,0,0,43,0,0,0,0,15,54,0,101,0,0,8,0,52
ENSG00000243290,0,0,0,0,0,0,0,0,0,3,0,8,0,19,1,0,5
ENSG00000244437,0,0,0,7,0,0,0,0,29,179,0,205,0,5,68,0,52
ENSG00000240864,0,0,0,4,0,0,0,0,9,10,0,8,0,0,22,0,5
ENSG00000240382,0,0,0,14,0,0,0,0,14,36,0,26,0,1,4,0,12
ENSG00000239951,0,0,0,33,0,0,0,1,70,85,0,80,0,4,528,0,37
ENSG00000211611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0
ENSG00000241294,0,0,0,0,0,0,0,0,0,73,0,0,0,0,3,0,2
ENSG00000244575,0,0,0,0,3,0,8,0,19,22,0,5,0,0,1,0,1
ENSG00000244116,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,0
ENSG00000243238,0,0,0,6,0,0,0,0,17,5,0,7,0,15,1,0,24
ENSG00000242076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242371,0,0,0,0,0,0,0,0,0,5,0,24,0,0,0,0,0
ENSG00000273962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251039,0,0,0,0,0,0,0,0,10,0,0,45,0,0,0,0,0
ENSG00000251546,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000250036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239571,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
ENSG00000243264,0,0,0,0,0,0,0,0,7,25,0,35,0,0,1,0,19
ENSG00000242534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ENSG00000241566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,8
ENSG00000211626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000224041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211632,0,0,0,1,0,0,4,2,0,4,0,3,0,0,0,0,2
ENSG00000211633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242580,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
ENSG00000239819,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0
ENSG00000228325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259916,9,0,0,0,0,3,0,2,0,0,5,0,0,12,0,0,0
ENSG00000163060,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0
ENSG00000172005,20,31,23,21,121,20,4,2,14,1,0,0,6,956,33,0,17
ENSG00000144029,600,930,1144,1305,1189,964,94,1745,1093,1359,3,171,121,638,882,1644,1098
ENSG00000144026,172,426,756,771,825,374,63,669,484,401,13,56,18,281,333,1122,158
ENSG00000275111,60,103,133,153,205,54,1,118,50,55,2,0,1,18,74,280,27
ENSG00000233757,35,108,151,126,54,189,30,297,82,81,5,24,16,47,134,69,70
ENSG00000155066,4,3,16,13,4,65,20,79,23,12,26,1,6,539,192,19,11
ENSG00000115041,15,9,36,2,56,41,14,73,38,1,0,0,9,502,15,19,0
ENSG00000115042,65,156,255,260,268,157,32,416,273,265,0,21,20,115,169,333,141
ENSG00000144010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000144015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174501,288,519,876,1236,739,1795,56,2503,581,349,36,242,160,708,1107,2158,370
ENSG00000186281,20,15,45,47,73,11,0,162,27,99,0,8,8,2,31,8,38
ENSG00000274286,3,4,20,1,35,12,3,10,2,8,0,0,3,2,11,205,2
ENSG00000188886,0,0,14,2,1,1,0,37,36,13,0,0,0,0,0,0,34
ENSG00000158050,7,280,461,610,428,16,1,1114,2729,1871,0,0,1,88,21,498,7112
ENSG00000084090,733,1529,3109,2522,3143,694,118,3086,3095,2721,6,101,71,572,739,3002,2419
ENSG00000135956,703,1323,1805,1887,1941,873,42,3213,3838,3578,0,57,100,510,632,2323,9821
ENSG00000144021,920,954,1454,1596,1439,826,76,2095,1800,1993,12,75,53,512,696,1673,1282
ENSG00000144028,2899,4443,7159,6597,7902,3600,444,9207,8275,8327,11,426,318,2424,2585,9472,8882
ENSG00000198885,53,24,84,217,47,35,8,115,130,85,0,0,1,11,8,153,33
ENSG00000121152,4,2,21,30,10,55,7,318,102,218,15,6,3,17,49,37,113
ENSG00000163121,4,6,13,28,36,5,0,11,37,2,0,0,0,16,1,42,8
ENSG00000196843,691,1133,1676,1744,978,731,76,1192,2325,1955,3,189,107,1510,542,2453,7405
ENSG00000114982,417,637,1452,1109,1269,884,107,1421,975,770,1,62,40,701,734,1291,1018
ENSG00000249715,5,5,3,2,6,36,7,20,11,7,40,6,6,10,13,8,1
ENSG00000114988,29,87,287,174,233,105,16,300,124,169,0,5,3,138,82,302,98
ENSG00000158158,84,172,338,361,223,150,39,376,371,319,0,1,6,181,171,316,621
ENSG00000168763,64,239,534,363,541,299,59,426,397,368,13,13,27,199,292,440,260
ENSG00000163126,70,120,143,227,119,302,78,328,120,111,0,34,8,156,220,99,82
ENSG00000213337,92,136,184,260,187,312,87,417,167,151,0,28,8,176,242,143,128
ENSG00000168758,447,519,1313,1110,1175,1141,155,2173,1344,1121,1,98,84,364,911,1556,506
ENSG00000168754,2,6,0,8,10,8,3,8,8,11,0,3,0,0,5,0,0
ENSG00000252845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144199,6,64,83,53,155,19,10,66,71,30,0,0,2,18,15,104,29
ENSG00000279791,3,0,1,13,4,4,0,0,0,3,0,0,0,0,2,2,1
ENSG00000135976,579,518,1346,1436,785,1857,160,2269,500,291,2,577,266,1614,2215,2126,453
ENSG00000196912,176,188,319,429,376,1557,39,831,196,191,0,303,63,520,764,768,140
ENSG00000135940,701,828,1550,1505,2124,510,94,1849,2210,2460,0,84,91,519,386,1695,3877
ENSG00000115073,293,437,932,549,901,475,47,786,657,658,1,66,30,339,405,1214,468
ENSG00000228486,18,41,94,79,59,204,5,227,39,43,2,19,18,77,128,34,68
ENSG00000115085,17,4,11,73,46,313,32,201,19,79,0,0,3,103,29,515,61
ENSG00000075568,645,1465,2140,2133,2103,1317,153,3289,2263,1830,11,121,129,773,1101,2634,2004
ENSG00000168658,7,7,10,5,0,23,25,7,1,0,0,4,2,5,15,3,7
ENSG00000144191,1,0,16,2,0,84,9,961,136,13,1,0,1,0,7,5,0
ENSG00000040933,561,725,1197,1450,1018,1084,183,1504,1418,1309,0,138,80,533,758,1752,1844
ENSG00000183513,239,782,517,541,759,224,22,635,748,755,0,12,45,179,332,529,310
ENSG00000115446,84,216,392,457,429,162,26,526,342,366,0,23,9,164,204,414,233
ENSG00000071073,1285,2278,3094,5585,3806,890,66,3889,7426,6798,0,188,81,576,903,4162,4382
ENSG00000196872,528,484,843,726,795,440,96,687,620,753,3,40,85,305,315,478,168
ENSG00000135951,71,112,124,194,206,128,16,191,130,132,0,7,5,40,73,100,158
ENSG00000273045,3,9,8,10,15,6,5,8,3,2,0,0,7,32,2,48,9
ENSG00000241962,119,260,404,542,536,143,9,533,413,529,0,6,18,100,162,344,412
ENSG00000144182,50,66,78,113,92,36,3,93,64,64,0,8,0,8,44,64,17
ENSG00000273155,96,244,317,456,495,113,4,444,342,467,0,3,14,74,136,279,375
ENSG00000158411,345,493,474,726,636,315,9,467,482,479,0,29,54,192,274,758,508
ENSG00000185414,186,360,706,874,810,198,31,984,751,963,0,23,35,170,218,732,708
ENSG00000185674,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0
ENSG00000144214,0,2,1,15,6,39,1,35,0,0,0,7,1,36,21,40,10
ENSG00000115514,269,384,479,448,549,193,16,792,317,269,4,8,39,80,205,411,280
ENSG00000158417,3236,2781,2697,4344,3941,2795,327,4887,3837,3420,13,245,378,1673,1949,3894,2732
ENSG00000135945,273,585,1001,900,1017,741,173,1055,564,437,1,84,53,620,611,503,630
ENSG00000144218,154,504,779,942,1015,517,46,442,156,56,0,8,30,142,270,419,144
ENSG00000170500,77,44,278,75,224,442,187,1566,198,35,1,3,3,15,101,74,16
ENSG00000115526,83,197,277,268,370,274,39,462,343,253,0,1,9,144,241,503,79
ENSG00000204640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4
ENSG00000115539,385,470,351,511,534,130,3,500,548,726,0,42,45,89,134,386,978
ENSG00000170485,398,442,854,323,784,3097,96,1538,271,357,1,33,110,888,1651,1333,252
ENSG00000071082,1876,2536,6131,8733,7168,1142,92,4905,8513,8565,16,87,199,2281,1158,7587,10107
ENSG00000204634,717,354,755,1323,638,604,57,418,1083,2380,0,87,80,598,830,1324,3164
ENSG00000158435,199,270,471,563,562,300,47,823,472,484,0,16,48,257,257,368,664
ENSG00000163162,643,491,603,2497,1002,220,32,1226,2085,2714,1,24,30,375,247,2675,24426
ENSG00000175874,18,13,85,12,25,35,13,34,14,13,0,0,0,3,3,0,16
ENSG00000196460,0,5,5,6,35,28,4,29,11,12,4,1,19,9,41,19,2
ENSG00000071054,4120,9496,8722,9869,16507,7846,1470,16017,14711,8130,50,952,1066,3093,4820,13158,24265
ENSG00000115590,24,0,2,155,74,9,0,26,56,122,0,5,1,40,6,376,34602
ENSG00000115594,864,953,4185,2501,608,236,18,331,112,481,1,10,53,1140,431,3459,11644
ENSG00000115598,2,2,0,3,0,7,2,5,2,19,0,0,0,4,1,0,54
ENSG00000115602,744,32,982,1558,0,76,2,17,5,254,0,19,27,132,76,435,449
ENSG00000115604,117,204,547,396,36,25,2,6,13,74,1,0,5,132,201,460,8798
ENSG00000115607,24,0,1,194,51,13,0,0,2,2,0,0,1,7,5,436,3769
ENSG00000180251,2,35,35,1,22,0,0,0,4,0,5,0,0,0,5,0,9
ENSG00000115616,24,306,700,65,610,34,2,9,9,0,0,0,0,9,112,105,11
ENSG00000135953,23,113,124,101,145,53,11,169,135,79,0,0,6,38,47,233,152
ENSG00000170417,2,5,12,19,38,7,1,60,83,31,0,0,2,6,9,0,8
ENSG00000279904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198914,28,12,138,18,49,600,235,979,367,30,1,0,1,1022,7,13,13
ENSG00000135972,294,552,586,627,879,278,25,733,461,670,3,59,27,174,228,673,294
ENSG00000135973,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
ENSG00000135966,486,860,1011,1275,1162,838,67,1208,1186,994,5,70,51,304,511,1430,611
ENSG00000135974,163,342,539,419,523,198,27,519,290,243,1,24,22,169,222,612,509
ENSG00000115641,28,96,200,161,81,45,5,75,35,90,4,0,15,228,43,7,71
ENSG00000071051,1206,863,1798,2775,1579,908,114,2500,3762,2658,41,74,148,573,464,1645,1815
ENSG00000119147,30,55,88,16,153,24,7,1,17,9,0,0,0,0,15,0,15
ENSG00000115652,712,2328,2098,1380,2766,1089,40,4367,1471,1942,1,101,61,233,926,1714,2403
ENSG00000153165,19,23,44,4,131,7,0,0,1,2,0,0,0,0,74,1,1
ENSG00000144057,7,10,17,9,96,15,5,78,14,0,5,0,7,6,9,48,9
ENSG00000196862,0,62,42,33,115,1,0,6,5,0,0,6,0,2,13,67,19
ENSG00000115665,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000196228,0,0,9,0,0,1,2,1,0,0,0,0,9,0,0,0,0
ENSG00000198203,8,187,14,173,7,7,6,47,11,72,0,1,0,218,29,37,97
ENSG00000198075,131,283,615,245,619,493,10,693,102,290,0,21,25,226,338,362,151
ENSG00000135968,815,2098,2951,3286,3569,1768,84,3180,3473,3168,13,278,152,1353,1756,3545,4507
ENSG00000169756,500,1391,2757,2179,3055,815,135,5481,6227,7535,10,113,122,473,693,1303,11948
ENSG00000153201,2335,4767,9207,7979,7921,2464,131,9885,12095,8762,21,332,156,1268,2220,8009,25271
ENSG00000163006,32,57,113,68,156,71,2,260,118,85,1,7,4,28,60,218,120
ENSG00000135960,0,0,8,0,0,2,0,4,0,0,8,0,1,0,0,1,15
ENSG00000172985,1053,795,913,2584,1040,751,50,1078,1892,1925,0,122,59,552,336,2267,797
ENSG00000186522,437,790,1833,993,1696,258,21,1978,1086,1754,7,124,66,354,535,1422,692
ENSG00000198142,41,92,201,204,139,114,25,324,171,229,0,0,0,90,70,112,519
ENSG00000015568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284337,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
ENSG00000144063,97,29,69,37,22,8,0,58,3,49,0,11,26,111,169,103,43
ENSG00000144061,71,56,144,76,194,311,77,262,105,124,0,12,19,157,142,66,47
ENSG00000175701,56,121,90,132,172,18,7,128,173,148,0,0,1,59,43,296,177
ENSG00000257207,0,2,0,0,0,3,0,14,0,6,0,3,5,0,0,0,12
ENSG00000256671,0,0,0,0,0,1,0,8,0,6,0,0,0,0,0,0,12
ENSG00000183054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000169679,3,15,38,63,32,46,4,497,157,294,0,18,12,35,61,4,273
ENSG00000153093,3,0,0,6,0,4,1,1,0,0,0,6,0,3,17,20,22
ENSG00000153094,114,424,721,638,688,256,21,438,568,1090,0,79,19,507,238,338,1283
ENSG00000279191,4,2,6,13,17,433,17,206,34,56,9,53,14,166,164,21,92
ENSG00000153107,282,426,646,926,783,393,36,993,839,767,0,34,41,248,341,872,533
ENSG00000153208,1385,3457,3477,3467,5783,542,71,3489,7317,4993,3,74,23,247,521,2295,4612
ENSG00000153214,545,757,1683,1366,1424,373,29,1205,1278,958,0,20,56,323,653,1591,947
ENSG00000144152,26,0,36,19,5,70,13,99,26,63,0,0,3,36,34,0,21
ENSG00000278962,3,0,23,1,3,7,1,8,2,17,30,0,0,9,1,0,0
ENSG00000144161,131,135,173,212,167,158,11,344,132,155,0,28,23,82,179,132,107
ENSG00000188177,633,1663,1721,1783,2607,483,60,1117,1342,1008,1,32,25,285,520,1516,1408
ENSG00000169629,25,63,95,98,64,70,2,80,57,69,0,0,4,47,40,28,16
ENSG00000114999,268,600,1015,910,915,562,68,1393,1250,1328,2,96,61,448,581,843,1043
ENSG00000125630,155,204,343,550,366,138,18,594,278,160,0,29,15,148,158,134,83
ENSG00000125611,23,31,92,110,93,40,9,116,94,115,0,0,0,19,32,147,85
ENSG00000144136,474,613,994,1600,787,955,66,1454,1116,1342,6,87,133,645,851,1661,3210
ENSG00000144130,0,0,0,6,1,0,0,3,4,0,0,0,3,1,3,1,19
ENSG00000169607,3,11,0,30,6,67,2,460,84,179,27,27,8,25,29,16,90
ENSG00000115008,20,192,176,196,815,6,7,2866,3400,337,0,0,0,0,1,53,4748
ENSG00000125538,487,1066,2123,3206,11463,52,22,19083,47486,11382,0,0,18,15,25,318,258134
ENSG00000280228,0,2,1,2,4,1,0,11,23,9,0,0,0,0,0,4,8
ENSG00000125571,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000136688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000136694,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,2
